ts,symbol,exchange,bid,ask,mid
2024-10-01 09:30:30.600,BTC-USD,Coinbase,29965.719657805304,29967.2647250105,29966.492191407902
2024-10-01 09:30:30.600,BTC-USD,Gemini,29965.420610744837,29966.698603886263,29966.05960731555
2024-10-01 09:30:30.700,BTC-USD,Gemini,29972.055585983137,29975.087955854295,29973.571770918716
2024-10-01 09:30:30.700,BTC-USD,Coinbase,29972.724841966603,29974.188814018493,29973.456827992548
2024-10-01 09:30:30.800,BTC-USD,Coinbase,29966.562609782213,29967.85391050088,29967.208260141546
2024-10-01 09:30:30.800,BTC-USD,Gemini,29967.268773398213,29968.162469615592,29967.715621506904
2024-10-01 09:30:30.900,BTC-USD,Coinbase,29959.12878372393,29960.311853374893,29959.72031854941
2024-10-01 09:30:30.900,BTC-USD,Gemini,29959.08861334059,29960.768923444837,29959.928768392714
2024-10-01 09:30:31.000,BTC-USD,Gemini,29956.352214768263,29956.588588423576,29956.47040159592
2024-10-01 09:30:31.000,BTC-USD,Coinbase,29955.66554780264,29957.23469785038,29956.45012282651
2024-10-01 09:30:31.100,BTC-USD,Coinbase,29949.59596932546,29951.33804846685,29950.467008896154
2024-10-01 09:30:31.100,BTC-USD,Gemini,29948.847258121288,29951.387362121943,29950.117310121615
2024-10-01 09:30:31.200,BTC-USD,Gemini,29955.57672455548,29957.51725105456,29956.54698780502
2024-10-01 09:30:31.200,BTC-USD,Coinbase,29956.402107515183,29957.99480304172,29957.198455278452
2024-10-01 09:30:31.300,BTC-USD,Gemini,29959.252322425105,29958.62255403229,29958.9374382287
2024-10-01 09:30:31.300,BTC-USD,Coinbase,29958.421790311502,29959.072011420747,29958.746900866125
2024-10-01 09:30:31.400,BTC-USD,Gemini,29954.823494710876,29954.190138288068,29954.506816499474
2024-10-01 09:30:31.400,BTC-USD,Coinbase,29953.984208463145,29954.86866222736,29954.426435345253
2024-10-01 09:30:31.500,BTC-USD,Gemini,29949.972939579173,29952.529246399314,29951.251092989245
2024-10-01 09:30:31.500,BTC-USD,Coinbase,29950.64368614826,29952.06439290744,29951.35403952785
2024-10-01 09:30:31.600,BTC-USD,Gemini,29965.10948121638,29965.80963652278,29965.45955886958
2024-10-01 09:30:31.600,BTC-USD,Coinbase,29964.983874972913,29966.334875990015,29965.659375481464
2024-10-01 09:30:31.700,BTC-USD,Coinbase,29961.670741978105,29963.547108523893,29962.608925251
2024-10-01 09:30:31.700,BTC-USD,Gemini,29961.948462573997,29963.05300963509,29962.500736104543
2024-10-01 09:30:31.800,BTC-USD,Gemini,29956.844476758783,29960.743999463106,29958.794238110946
2024-10-01 09:30:31.800,BTC-USD,Coinbase,29957.81129365781,29959.786310168674,29958.798801913243
2024-10-01 09:30:31.900,BTC-USD,Coinbase,29959.39847176351,29961.24220376226,29960.320337762885
2024-10-01 09:30:31.900,BTC-USD,Gemini,29958.58545827948,29961.291097673628,29959.93827797655
2024-10-01 09:30:32.000,BTC-USD,Gemini,29963.32599195372,29963.884982198244,29963.605487075984
2024-10-01 09:30:32.000,BTC-USD,Coinbase,29962.807233890515,29964.215966232,29963.511600061258
2024-10-01 09:30:32.100,BTC-USD,Coinbase,29963.830439907608,29965.40957860066,29964.620009254133
2024-10-01 09:30:32.100,BTC-USD,Gemini,29964.30747988374,29965.175402902118,29964.74144139293
2024-10-01 09:30:32.200,BTC-USD,Gemini,29958.341587465577,29960.154758258806,29959.248172862193
2024-10-01 09:30:32.200,BTC-USD,Coinbase,29959.190356960826,29960.963402882706,29960.076879921766
2024-10-01 09:30:32.300,BTC-USD,Coinbase,29953.921222818448,29954.64066632444,29954.280944571445
2024-10-01 09:30:32.300,BTC-USD,Gemini,29953.059550236285,29955.154040180616,29954.10679520845
2024-10-01 09:30:32.400,BTC-USD,Coinbase,29956.777054590577,29957.746240084798,29957.261647337687
2024-10-01 09:30:32.400,BTC-USD,Gemini,29956.89470383121,29957.40396117653,29957.14933250387
2024-10-01 09:30:32.500,BTC-USD,Gemini,29956.884525036712,29957.01457942219,29956.949552229453
2024-10-01 09:30:32.500,BTC-USD,Coinbase,29956.72192894787,29957.259463867278,29956.990696407574
2024-10-01 09:30:32.600,BTC-USD,Coinbase,29948.065534109952,29949.501529002806,29948.78353155638
2024-10-01 09:30:32.600,BTC-USD,Gemini,29947.49872838134,29949.491575606222,29948.495151993782
2024-10-01 09:30:32.700,BTC-USD,Gemini,29954.439576334087,29955.110788442,29954.775182388046
2024-10-01 09:30:32.700,BTC-USD,Coinbase,29953.69904232865,29955.578030717454,29954.638536523053
2024-10-01 09:30:32.800,BTC-USD,Gemini,29958.639393195004,29959.09104933867,29958.86522126684
2024-10-01 09:30:32.800,BTC-USD,Coinbase,29958.261606497726,29958.76875665348,29958.515181575603
2024-10-01 09:30:32.900,BTC-USD,Gemini,29957.806977881308,29957.30922727658,29957.558102578943
2024-10-01 09:30:32.900,BTC-USD,Coinbase,29956.96570437746,29957.655116612692,29957.310410495076
2024-10-01 09:30:33.000,BTC-USD,Gemini,29956.294647279563,29956.465091839505,29956.379869559532
2024-10-01 09:30:33.000,BTC-USD,Coinbase,29955.609014570593,29956.409167192785,29956.00909088169
2024-10-01 09:30:33.100,BTC-USD,Gemini,29957.05579468142,29958.290928801485,29957.67336174145
2024-10-01 09:30:33.100,BTC-USD,Coinbase,29956.33194762869,29958.00083201862,29957.166389823655
2024-10-01 09:30:33.200,BTC-USD,Coinbase,29953.203889708035,29954.25879750537,29953.7313436067
2024-10-01 09:30:33.200,BTC-USD,Gemini,29953.548418504393,29954.803060711787,29954.17573960809
2024-10-01 09:30:33.300,BTC-USD,Coinbase,29946.59124830999,29947.388314301817,29946.989781305903
2024-10-01 09:30:33.300,BTC-USD,Gemini,29946.083552560674,29947.258637359344,29946.67109496001
2024-10-01 09:30:33.400,BTC-USD,Gemini,29947.213221375092,29948.35728059519,29947.785250985144
2024-10-01 09:30:33.400,BTC-USD,Coinbase,29948.073086720276,29949.131653458116,29948.602370089196
2024-10-01 09:30:33.500,BTC-USD,Gemini,29941.574559242443,29942.461417270526,29942.017988256484
2024-10-01 09:30:33.500,BTC-USD,Coinbase,29940.96471264809,29941.84916181817,29941.40693723313
2024-10-01 09:30:33.600,BTC-USD,Gemini,29943.56813681553,29943.042129767513,29943.30513329152
2024-10-01 09:30:33.600,BTC-USD,Coinbase,29942.92272261947,29943.798419879677,29943.360571249574
2024-10-01 09:30:33.700,BTC-USD,Coinbase,29935.480153480206,29936.828914330432,29936.15453390532
2024-10-01 09:30:33.700,BTC-USD,Gemini,29935.386177355304,29937.659837924035,29936.52300763967
2024-10-01 09:30:33.800,BTC-USD,Gemini,29934.568813708807,29935.431745839946,29935.000279774376
2024-10-01 09:30:33.800,BTC-USD,Coinbase,29934.905688234918,29936.411287272793,29935.658487753855
2024-10-01 09:30:33.900,BTC-USD,Coinbase,29934.54324340527,29935.41728671689,29934.98026506108
2024-10-01 09:30:33.900,BTC-USD,Gemini,29933.997044998323,29935.48042453653,29934.738734767427
2024-10-01 09:30:34.000,BTC-USD,Gemini,29943.148960719733,29944.717149377757,29943.933055048743
2024-10-01 09:30:34.000,BTC-USD,Coinbase,29943.230983162583,29944.555839555993,29943.893411359288
2024-10-01 09:30:34.100,BTC-USD,Coinbase,29938.299156236662,29938.843833386072,29938.571494811367
2024-10-01 09:30:34.100,BTC-USD,Gemini,29937.50836876433,29938.140025546647,29937.82419715549
2024-10-01 09:30:34.200,BTC-USD,Gemini,29931.186910329285,29933.240972834665,29932.213941581977
2024-10-01 09:30:34.200,BTC-USD,Coinbase,29930.51745928233,29932.47607215283,29931.49676571758
2024-10-01 09:30:34.300,BTC-USD,Gemini,29928.00740989461,29929.46071741435,29928.73406365448
2024-10-01 09:30:34.300,BTC-USD,Coinbase,29927.93900266522,29928.59275571221,29928.265879188715
2024-10-01 09:30:34.400,BTC-USD,Gemini,29922.710965801896,29922.639488400782,29922.67522710134
2024-10-01 09:30:34.400,BTC-USD,Coinbase,29921.97803227578,29923.31640183711,29922.647217056445
2024-10-01 09:30:34.500,BTC-USD,Gemini,29917.738169813605,29921.261831424374,29919.500000618988
2024-10-01 09:30:34.500,BTC-USD,Coinbase,29918.700625849848,29920.69618360222,29919.698404726034
2024-10-01 09:30:34.600,BTC-USD,Coinbase,29921.31102636742,29922.293792872395,29921.802409619908
2024-10-01 09:30:34.600,BTC-USD,Gemini,29920.337276249873,29922.564517674728,29921.4508969623
2024-10-01 09:30:34.700,BTC-USD,Gemini,29924.945919739588,29925.457929512613,29925.2019246261
2024-10-01 09:30:34.700,BTC-USD,Coinbase,29925.19695268931,29926.12764084053,29925.66229676492
2024-10-01 09:30:34.800,BTC-USD,Coinbase,29933.15634369451,29934.763862594995,29933.960103144753
2024-10-01 09:30:34.800,BTC-USD,Gemini,29932.536792530518,29934.499406690145,29933.51809961033
2024-10-01 09:30:34.900,BTC-USD,Gemini,29929.53784459028,29930.39020541819,29929.964025004236
2024-10-01 09:30:34.900,BTC-USD,Coinbase,29929.677440074694,29930.87602449902,29930.276732286857
2024-10-01 09:30:35.000,BTC-USD,Gemini,29942.104659292978,29942.943302825286,29942.52398105913
2024-10-01 09:30:35.000,BTC-USD,Coinbase,29943.019498582205,29943.919354011512,29943.46942629686
2024-10-01 09:30:35.100,BTC-USD,Gemini,29952.156531638455,29954.62382253698,29953.39017708772
2024-10-01 09:30:35.100,BTC-USD,Coinbase,29952.700705723477,29954.060000175083,29953.38035294928
2024-10-01 09:30:35.200,BTC-USD,Coinbase,29951.492407488175,29953.233030409883,29952.36271894903
2024-10-01 09:30:35.200,BTC-USD,Gemini,29951.450458543313,29953.309230539937,29952.379844541625
2024-10-01 09:30:35.300,BTC-USD,Gemini,29940.220527780915,29942.620232796882,29941.4203802889
2024-10-01 09:30:35.300,BTC-USD,Coinbase,29940.15374821387,29941.65748989324,29940.905619053556
2024-10-01 09:30:35.400,BTC-USD,Coinbase,29940.05998969955,29940.920125348715,29940.490057524134
2024-10-01 09:30:35.400,BTC-USD,Gemini,29939.660166660968,29940.13801859687,29939.89909262892
2024-10-01 09:30:35.500,BTC-USD,Coinbase,29940.101737714696,29941.603454169915,29940.852595942306
2024-10-01 09:30:35.500,BTC-USD,Gemini,29940.80279543775,29940.816074865983,29940.809435151867
2024-10-01 09:30:35.600,BTC-USD,Coinbase,29928.408940482623,29930.303762622898,29929.35635155276
2024-10-01 09:30:35.600,BTC-USD,Gemini,29928.57004314942,29929.798468047273,29929.184255598346
2024-10-01 09:30:35.700,BTC-USD,Coinbase,29929.327658069087,29930.123363612183,29929.725510840635
2024-10-01 09:30:35.700,BTC-USD,Gemini,29930.159440387033,29930.700212376636,29930.429826381835
2024-10-01 09:30:35.800,BTC-USD,Coinbase,29927.98590919358,29929.46356985943,29928.724739526504
2024-10-01 09:30:35.800,BTC-USD,Gemini,29928.178654751006,29929.0834218047,29928.631038277854
2024-10-01 09:30:35.900,BTC-USD,Coinbase,29924.171498249278,29925.420867959234,29924.796183104256
2024-10-01 09:30:35.900,BTC-USD,Gemini,29923.345307848314,29925.400734636267,29924.37302124229
2024-10-01 09:30:36.000,BTC-USD,Coinbase,29927.181817874425,29928.67684031239,29927.929329093407
2024-10-01 09:30:36.000,BTC-USD,Gemini,29927.172713134274,29928.73551565242,29927.954114393346
2024-10-01 09:30:36.100,BTC-USD,Coinbase,29932.60277922999,29933.309362758093,29932.95607099404
2024-10-01 09:30:36.100,BTC-USD,Gemini,29932.13963457347,29933.43394436723,29932.78678947035
2024-10-01 09:30:36.200,BTC-USD,Coinbase,29930.100549236635,29930.949820500795,29930.525184868715
2024-10-01 09:30:36.200,BTC-USD,Gemini,29930.92140332665,29931.91868302267,29931.42004317466
2024-10-01 09:30:36.300,BTC-USD,Coinbase,29931.161868283383,29932.183299059503,29931.672583671443
2024-10-01 09:30:36.300,BTC-USD,Gemini,29932.071601444746,29932.859881790133,29932.465741617438
2024-10-01 09:30:36.400,BTC-USD,Gemini,29928.091894156667,29930.183496782298,29929.137695469482
2024-10-01 09:30:36.400,BTC-USD,Coinbase,29927.51892229654,29929.278326375552,29928.398624336045
2024-10-01 09:30:36.500,BTC-USD,Coinbase,29923.92734880921,29925.003844630988,29924.4655967201
2024-10-01 09:30:36.500,BTC-USD,Gemini,29923.330664002682,29924.544928030442,29923.937796016562
2024-10-01 09:30:36.600,BTC-USD,Coinbase,29924.360010544082,29925.366150101818,29924.86308032295
2024-10-01 09:30:36.600,BTC-USD,Gemini,29924.92355582956,29924.5462378869,29924.73489685823
2024-10-01 09:30:36.700,BTC-USD,Coinbase,29926.673974318703,29928.2864019179,29927.4801881183
2024-10-01 09:30:36.700,BTC-USD,Gemini,29927.38338635439,29928.997370137877,29928.190378246134
2024-10-01 09:30:36.800,BTC-USD,Coinbase,29924.30967905627,29925.017768593112,29924.66372382469
2024-10-01 09:30:36.800,BTC-USD,Gemini,29923.840915241617,29924.387364236845,29924.11413973923
2024-10-01 09:30:36.900,BTC-USD,Coinbase,29913.105383486356,29914.085366546547,29913.59537501645
2024-10-01 09:30:36.900,BTC-USD,Gemini,29912.96447751566,29914.69595407075,29913.830215793205
2024-10-01 09:30:37.000,BTC-USD,Coinbase,29915.86118626824,29917.187412191506,29916.524299229874
2024-10-01 09:30:37.000,BTC-USD,Gemini,29916.535684623545,29917.951050611333,29917.24336761744
2024-10-01 09:30:37.100,BTC-USD,Coinbase,29908.031733691074,29909.051286635986,29908.54151016353
2024-10-01 09:30:37.100,BTC-USD,Gemini,29908.015281787735,29909.437264317607,29908.72627305267
2024-10-01 09:30:37.200,BTC-USD,Coinbase,29908.453056629613,29909.849949929787,29909.1515032797
2024-10-01 09:30:37.200,BTC-USD,Gemini,29908.98666824506,29909.24674383619,29909.116706040622
2024-10-01 09:30:37.300,BTC-USD,Coinbase,29917.34550228933,29918.747766582313,29918.04663443582
2024-10-01 09:30:37.300,BTC-USD,Gemini,29917.584368006097,29919.58399658334,29918.58418229472
2024-10-01 09:30:37.400,BTC-USD,Coinbase,29917.606512860624,29918.31846055797,29917.962486709297
2024-10-01 09:30:37.400,BTC-USD,Gemini,29917.55671484878,29918.964676616826,29918.260695732803
2024-10-01 09:30:37.500,BTC-USD,Coinbase,29911.66366830909,29912.363805062916,29912.013736686004
2024-10-01 09:30:37.500,BTC-USD,Gemini,29910.719137284137,29911.714083401712,29911.216610342926
2024-10-01 09:30:37.600,BTC-USD,Coinbase,29903.86963511871,29905.546047787117,29904.707841452913
2024-10-01 09:30:37.600,BTC-USD,Gemini,29904.104222078695,29906.384159951685,29905.24419101519
2024-10-01 09:30:37.700,BTC-USD,Coinbase,29909.997125288664,29911.1231728706,29910.560149079633
2024-10-01 09:30:37.700,BTC-USD,Gemini,29910.695836513565,29910.414965135442,29910.5554008245
2024-10-01 09:30:37.800,BTC-USD,Coinbase,29910.11354836737,29910.837264836773,29910.475406602072
2024-10-01 09:30:37.800,BTC-USD,Gemini,29909.774139316265,29910.055110380887,29909.914624848578
2024-10-01 09:30:37.900,BTC-USD,Coinbase,29912.86679359022,29913.481404533348,29913.174099061784
2024-10-01 09:30:37.900,BTC-USD,Gemini,29912.17324120503,29913.269828615317,29912.721534910175
2024-10-01 09:30:38.000,BTC-USD,Coinbase,29917.24142446688,29918.369791636116,29917.805608051498
2024-10-01 09:30:38.000,BTC-USD,Gemini,29916.597449710673,29918.7419632303,29917.669706470486
2024-10-01 09:30:38.100,BTC-USD,Gemini,29917.168491185792,29918.207802331366,29917.688146758577
2024-10-01 09:30:38.100,BTC-USD,Coinbase,29916.678993306723,29918.442199857887,29917.560596582305
2024-10-01 09:30:38.200,BTC-USD,Coinbase,29915.613739480857,29916.421411297375,29916.017575389116
2024-10-01 09:30:38.200,BTC-USD,Gemini,29914.814014449028,29915.990118227,29915.402066338014
2024-10-01 09:30:38.300,BTC-USD,Coinbase,29910.28456805879,29912.27710574761,29911.2808369032
2024-10-01 09:30:38.300,BTC-USD,Gemini,29911.01621742246,29912.99248763492,29912.00435252869
2024-10-01 09:30:38.400,BTC-USD,Coinbase,29895.602660604676,29896.133965544544,29895.86831307461
2024-10-01 09:30:38.400,BTC-USD,Gemini,29896.333307017885,29896.973162217066,29896.653234617475
2024-10-01 09:30:38.500,BTC-USD,Coinbase,29887.583153945783,29888.973467263826,29888.278310604805
2024-10-01 09:30:38.500,BTC-USD,Gemini,29887.061946098653,29889.164456060073,29888.113201079363
2024-10-01 09:30:38.600,BTC-USD,Coinbase,29887.15599940425,29888.70468673779,29887.93034307102
2024-10-01 09:30:38.600,BTC-USD,Gemini,29886.727071964327,29888.568704536832,29887.64788825058
2024-10-01 09:30:38.700,BTC-USD,Coinbase,29886.404828579485,29887.70323739959,29887.054032989538
2024-10-01 09:30:38.700,BTC-USD,Gemini,29886.36259176434,29886.801293428805,29886.581942596575
2024-10-01 09:30:38.800,BTC-USD,Gemini,29888.229742345666,29888.82132069837,29888.52553152202
2024-10-01 09:30:38.800,BTC-USD,Coinbase,29888.627457973926,29889.5162067357,29889.071832354814
2024-10-01 09:30:38.900,BTC-USD,Gemini,29888.38079474672,29888.571953328235,29888.476374037476
2024-10-01 09:30:38.900,BTC-USD,Coinbase,29887.951062825694,29888.925733501852,29888.438398163773
2024-10-01 09:30:39.000,BTC-USD,Coinbase,29888.569782999075,29889.90058845326,29889.235185726167
2024-10-01 09:30:39.000,BTC-USD,Gemini,29887.686070146385,29889.196623984426,29888.441347065404
2024-10-01 09:30:39.100,BTC-USD,Coinbase,29892.252669787595,29894.095689581147,29893.17417968437
2024-10-01 09:30:39.100,BTC-USD,Gemini,29892.44828948471,29894.34778420138,29893.398036843046
2024-10-01 09:30:39.200,BTC-USD,Coinbase,29888.184154335657,29889.313755647287,29888.74895499147
2024-10-01 09:30:39.200,BTC-USD,Gemini,29887.640777482397,29888.511579084436,29888.076178283416
2024-10-01 09:30:39.300,BTC-USD,Coinbase,29886.804541120782,29887.821789870624,29887.313165495703
2024-10-01 09:30:39.300,BTC-USD,Gemini,29886.03159878671,29887.270330194817,29886.650964490764
2024-10-01 09:30:39.400,BTC-USD,Coinbase,29878.72681944572,29879.82738322756,29879.27710133664
2024-10-01 09:30:39.400,BTC-USD,Gemini,29878.70662910323,29880.176450132585,29879.44153961791
2024-10-01 09:30:39.500,BTC-USD,Gemini,29884.136177141427,29884.91483483183,29884.52550598663
2024-10-01 09:30:39.500,BTC-USD,Coinbase,29883.142068192803,29885.141062360406,29884.141565276605
2024-10-01 09:30:39.600,BTC-USD,Gemini,29883.34022582754,29885.000549252392,29884.170387539965
2024-10-01 09:30:39.600,BTC-USD,Coinbase,29883.883791370157,29884.783518392403,29884.33365488128
2024-10-01 09:30:39.700,BTC-USD,Coinbase,29886.404231205226,29887.16129992865,29886.78276556694
2024-10-01 09:30:39.700,BTC-USD,Gemini,29885.500091282043,29887.475114194094,29886.487602738067
2024-10-01 09:30:39.800,BTC-USD,Coinbase,29893.57553131204,29895.41483132453,29894.495181318285
2024-10-01 09:30:39.800,BTC-USD,Gemini,29894.12641686834,29894.52075912321,29894.323587995776
2024-10-01 09:30:39.900,BTC-USD,Gemini,29898.58013521785,29899.733797636607,29899.15696642723
2024-10-01 09:30:39.900,BTC-USD,Coinbase,29899.548809480544,29900.237011610563,29899.892910545554
2024-10-01 09:30:40.000,BTC-USD,Coinbase,29898.713325764802,29900.47248089612,29899.59290333046
2024-10-01 09:30:40.000,BTC-USD,Gemini,29899.6031963931,29900.348767187472,29899.975981790285
2024-10-01 09:30:40.100,BTC-USD,Coinbase,29902.812388860504,29904.25027121655,29903.531330038528
2024-10-01 09:30:40.100,BTC-USD,Gemini,29902.353821425608,29903.42936261591,29902.89159202076
2024-10-01 09:30:40.200,BTC-USD,Coinbase,29895.404337533982,29897.341281396875,29896.37280946543
2024-10-01 09:30:40.200,BTC-USD,Gemini,29894.57471273495,29896.498769307553,29895.53674102125
2024-10-01 09:30:40.300,BTC-USD,Coinbase,29898.054025257894,29899.030688136358,29898.542356697126
2024-10-01 09:30:40.300,BTC-USD,Gemini,29897.14074193323,29899.818031996234,29898.479386964733
2024-10-01 09:30:40.400,BTC-USD,Coinbase,29898.34516236114,29900.12865178277,29899.236907071954
2024-10-01 09:30:40.400,BTC-USD,Gemini,29899.273509048817,29900.924752284718,29900.099130666767
2024-10-01 09:30:40.500,BTC-USD,Gemini,29889.9752247618,29890.53784252826,29890.25653364503
2024-10-01 09:30:40.500,BTC-USD,Coinbase,29890.82994328736,29891.461180764592,29891.145562025977
2024-10-01 09:30:40.600,BTC-USD,Coinbase,29896.99540678341,29898.66891754792,29897.832162165665
2024-10-01 09:30:40.600,BTC-USD,Gemini,29896.516640623184,29899.305975299507,29897.911307961345
2024-10-01 09:30:40.700,BTC-USD,Coinbase,29893.816397302806,29894.807155265953,29894.31177628438
2024-10-01 09:30:40.700,BTC-USD,Gemini,29893.110345764228,29895.144205043118,29894.127275403673
2024-10-01 09:30:40.800,BTC-USD,Coinbase,29897.132486184088,29898.323353581898,29897.727919882993
2024-10-01 09:30:40.800,BTC-USD,Gemini,29896.961467369903,29898.23684556338,29897.59915646664
2024-10-01 09:30:40.900,BTC-USD,Coinbase,29894.7804514021,29896.476039047982,29895.62824522504
2024-10-01 09:30:40.900,BTC-USD,Gemini,29895.327767068848,29896.95962830473,29896.143697686788
2024-10-01 09:30:41.000,BTC-USD,Coinbase,29899.86978244477,29901.32213690477,29900.59595967477
2024-10-01 09:30:41.000,BTC-USD,Gemini,29899.55970115472,29900.358955146876,29899.9593281508
2024-10-01 09:30:41.100,BTC-USD,Coinbase,29906.563584422394,29907.750952562143,29907.15726849227
2024-10-01 09:30:41.100,BTC-USD,Gemini,29906.11006587938,29907.79106915943,29906.950567519405
2024-10-01 09:30:41.200,BTC-USD,Coinbase,29902.537570681226,29903.476471522605,29903.007021101916
2024-10-01 09:30:41.200,BTC-USD,Gemini,29902.98316983691,29903.23467837589,29903.1089241064
2024-10-01 09:30:41.300,BTC-USD,Coinbase,29894.538459738833,29896.171595526204,29895.35502763252
2024-10-01 09:30:41.300,BTC-USD,Gemini,29894.486897506493,29895.409144280064,29894.94802089328
2024-10-01 09:30:41.400,BTC-USD,Coinbase,29894.09860781687,29895.297346952037,29894.697977384454
2024-10-01 09:30:41.400,BTC-USD,Gemini,29893.480622118987,29895.47164552326,29894.476133821125
2024-10-01 09:30:41.500,BTC-USD,Coinbase,29898.50907457979,29899.37604655939,29898.94256056959
2024-10-01 09:30:41.500,BTC-USD,Gemini,29897.957022597297,29898.7839426424,29898.37048261985
2024-10-01 09:30:41.600,BTC-USD,Coinbase,29896.54192376455,29897.630075748548,29897.08599975655
2024-10-01 09:30:41.600,BTC-USD,Gemini,29896.806140443252,29896.658954442166,29896.73254744271
2024-10-01 09:30:41.700,BTC-USD,Coinbase,29893.171413401353,29894.86535027218,29894.018381836766
2024-10-01 09:30:41.700,BTC-USD,Gemini,29892.766134045687,29894.321373616076,29893.543753830883
2024-10-01 09:30:41.800,BTC-USD,Coinbase,29896.165825219334,29896.753761015356,29896.459793117345
2024-10-01 09:30:41.800,BTC-USD,Gemini,29895.403514515165,29896.601066612828,29896.002290563996
2024-10-01 09:30:41.900,BTC-USD,Coinbase,29882.16052726361,29883.143884290377,29882.652205776994
2024-10-01 09:30:41.900,BTC-USD,Gemini,29881.449771367763,29882.612286778094,29882.03102907293
2024-10-01 09:30:42.000,BTC-USD,Coinbase,29878.533084810166,29880.12417100898,29879.328627909574
2024-10-01 09:30:42.000,BTC-USD,Gemini,29879.377722697416,29881.05598694987,29880.216854823644
2024-10-01 09:30:42.100,BTC-USD,Coinbase,29871.700146627187,29873.119146176923,29872.409646402055
2024-10-01 09:30:42.100,BTC-USD,Gemini,29872.072890472522,29872.233993056343,29872.153441764433
2024-10-01 09:30:42.200,BTC-USD,Coinbase,29873.304112980364,29874.4633168622,29873.88371492128
2024-10-01 09:30:42.200,BTC-USD,Gemini,29873.782052865932,29874.156705525264,29873.969379195598
2024-10-01 09:30:42.300,BTC-USD,Coinbase,29869.835681153407,29870.569255781116,29870.20246846726
2024-10-01 09:30:42.300,BTC-USD,Gemini,29869.9104341642,29871.444100262295,29870.67726721325
2024-10-01 09:30:42.400,BTC-USD,Coinbase,29864.340934126263,29864.912326227048,29864.626630176655
2024-10-01 09:30:42.400,BTC-USD,Gemini,29864.954077573035,29865.022824264855,29864.988450918943
2024-10-01 09:30:42.500,BTC-USD,Gemini,29862.974663586272,29863.215800873648,29863.09523222996
2024-10-01 09:30:42.500,BTC-USD,Coinbase,29862.30667091511,29863.408277699084,29862.857474307097
2024-10-01 09:30:42.600,BTC-USD,Coinbase,29854.749208611865,29856.28165578138,29855.515432196622
2024-10-01 09:30:42.600,BTC-USD,Gemini,29854.233988868276,29856.78564687466,29855.50981787147
2024-10-01 09:30:42.700,BTC-USD,Coinbase,29854.998915423635,29855.90071153566,29855.44981347965
2024-10-01 09:30:42.700,BTC-USD,Gemini,29855.12215403027,29856.622337557972,29855.87224579412
2024-10-01 09:30:42.800,BTC-USD,Coinbase,29851.111407723864,29852.964495729128,29852.037951726496
2024-10-01 09:30:42.800,BTC-USD,Gemini,29851.613507876988,29852.611417404067,29852.11246264053
2024-10-01 09:30:42.900,BTC-USD,Gemini,29850.14079472439,29849.938697995643,29850.039746360017
2024-10-01 09:30:42.900,BTC-USD,Coinbase,29849.436227546033,29850.865485539198,29850.150856542616
2024-10-01 09:30:43.000,BTC-USD,Coinbase,29845.973736307435,29847.15659581409,29846.565166060762
2024-10-01 09:30:43.000,BTC-USD,Gemini,29846.28822584494,29847.202480397864,29846.7453531214
2024-10-01 09:30:43.100,BTC-USD,Gemini,29849.69778325604,29851.51575667406,29850.606769965052
2024-10-01 09:30:43.100,BTC-USD,Coinbase,29850.310450029643,29851.942511100406,29851.126480565024
2024-10-01 09:30:43.200,BTC-USD,Coinbase,29850.107455017383,29851.056969294204,29850.582212155794
2024-10-01 09:30:43.200,BTC-USD,Gemini,29849.8717029047,29851.56884876964,29850.72027583717
2024-10-01 09:30:43.300,BTC-USD,Gemini,29851.645649189035,29853.450749470147,29852.54819932959
2024-10-01 09:30:43.300,BTC-USD,Coinbase,29852.284299508105,29854.12524313007,29853.204771319088
2024-10-01 09:30:43.400,BTC-USD,Coinbase,29855.078081987012,29856.12931412628,29855.603698056646
2024-10-01 09:30:43.400,BTC-USD,Gemini,29854.487182940997,29855.148390805578,29854.81778687329
2024-10-01 09:30:43.500,BTC-USD,Coinbase,29851.318991766642,29851.826894811285,29851.572943288964
2024-10-01 09:30:43.500,BTC-USD,Gemini,29850.335897940207,29851.51255186427,29850.92422490224
2024-10-01 09:30:43.600,BTC-USD,Coinbase,29853.438898929282,29855.40672113319,29854.422810031236
2024-10-01 09:30:43.600,BTC-USD,Gemini,29854.367573571293,29855.507153242914,29854.9373634071
2024-10-01 09:30:43.700,BTC-USD,Coinbase,29855.546290591643,29856.790414213254,29856.16835240245
2024-10-01 09:30:43.700,BTC-USD,Gemini,29855.134432349576,29857.52446005945,29856.329446204512
2024-10-01 09:30:43.800,BTC-USD,Coinbase,29856.80890074156,29858.664289745106,29857.736595243332
2024-10-01 09:30:43.800,BTC-USD,Gemini,29857.40859331273,29857.8341972966,29857.621395304668
2024-10-01 09:30:43.900,BTC-USD,Gemini,29855.944478117297,29856.379341143536,29856.161909630417
2024-10-01 09:30:43.900,BTC-USD,Coinbase,29855.411354630753,29856.07490303987,29855.74312883531
2024-10-01 09:30:44.000,BTC-USD,Coinbase,29853.20897924985,29854.008837513644,29853.608908381746
2024-10-01 09:30:44.000,BTC-USD,Gemini,29854.051087663658,29853.291568343695,29853.67132800368
2024-10-01 09:30:44.100,BTC-USD,Coinbase,29856.923879332524,29858.149457246345,29857.536668289435
